index,text,label,spacy_label
3474,umbilical hernia,hernia,
5578,however fetal heart tones would be expected at this age,heart,heart
1328,she has had a long drawn out course of treatment for this shoulder,shoulder,
3857,a curved incision was made over the presenting ganglion over the dorsal aspect of the wrist,incision,ganglion dorsal
8120,this patient is an otherwise healthy male who had a previous nasal fracture,fracture nasal,patient nasal
2747,abdomen soft without organomegaly masses or tenderness,abdomen,abdomen organomegaly masses
5178,i gave the patient a prescription for aggressive range of motion of the right knee,knee,patient
10015,it was retracted with a nerve root retractor,nerve,nerve root retractor
8983,left chest blake drain was placed just in the medial section where dissection had been performed,chest,medial
2081,the patient was admitted to undergo left renal cyst decortication as well as a cystoscopy,renal cystoscopy,patient left renal
1737,postprocedure chest x ray is pending at this time,chest,
3311,normal uterus tubes and ovaries are noted,uterus,uterus ovaries
11170,radical prostatectomy excised prostate including capsule pelvic lymph nodes seminal vesicles and small portion of bladder neck,bladder neck prostate,prostate capsule pelvic lymph nodes seminal vesicles bladder neck
8582,angiography of the right femoral artery was performed,artery femoral angiography,
1235,after the procedure a second bimanual exam was performed and the patient s uterus had significantly decreased in size,uterus,patient uterus
1404,the baby was delivered to the mother s abdomen where she was warm dry and stimulated,abdomen,abdomen
1669,herniated nucleus pulposus c5 c6 with spinal stenosis,stenosis,nucleus pulposus c5 c6 spinal
1223,the fracture site was easily found,fracture,
2782,normal colon with no evidence of bleeding,bleeding,colon
9077,an iv was instituted by the department of anesthesia in the preop holding area,anesthesia,
8142,right foot trauma,foot,
4801,this was placed using a freer elevator into the fracture site where the comminution was,fracture,
3670,this was done under monitored anesthesia care,anesthesia,
8514,the gallbladder was then taken down from the gallbladder fossa with electrocautery,gallbladder electrocautery,gallbladder gallbladder fossa
9358,the instrument was withdrawn to the antrum and biopsies taken for clo testing and then the instrument removed,biopsies,antrum biopsies
3011,i a was performed to remove the remaining viscoelastic material from the eye,eye,eye
5761,he does experience intermittent headaches associated with his neck pain with no other associated symptoms,neck,
4805,the catheter was removed and a small injection of contrast was given to the sheath,catheter contrast injection,
6587,morton s neuroma third interspace left foot,foot,interspace left
4,preoperative x rays revealed appropriate levels for skin incision,incision,skin
10794,from the right common femoral artery a 6 french ima catheter was advanced and an ,artery catheter femoral,
8217,subsequently a hemi apron incision was performed,incision,
6626,noncontrast axial ct images of the cervical spine were obtained with sagittal and coronal reconstructions,cervical ct spine,cervical spine
3386,the distal anastomosis was competent without leak,distal,
5779,abdomen somewhat distended but soft and nontender,abdomen,abdomen
11119,coronary calcium score was calculated to be 79 indicating at least mild atherosclerosis within the coronary vessels,coronary,coronary calcium coronary vessels
1749,risk of anesthesia bleeding infection pain mi dvt pe morbidity and mortality of the procedure were discussed,anesthesia infection bleeding,dvt
6011,needle emg was performed in both lower extremities and lumbosacral paraspinal muscles using the disposable concentric needle,needle,extremities lumbosacral paraspinal muscles
6355,attention was then directed to the navicular region on the right foot,foot,
11656,the bladder blade was placed in the lower pole of the incision to protect the bladder,incision bladder,bladder blade bladder
8555,a long spinal needle was then inserted into region of surgery on the right,surgery needle,spinal needle
1821,the vein was identified dissected for a good length and then the artery was identified and dissected,artery,artery
1724,this was dissected back to the hernia opening,hernia,
1526,dissection was carried out freeing up the hernia sac from the peritoneum,hernia,sac peritoneum
5767,insertion of a right femoral triple lumen catheter,catheter femoral,
4367,3 blood pressure 129 59 respirations 16 heart rate 8,heart,heart
11698,he has had no difficulty with bowel or bladder function,bladder,bowel bladder
1399,s p oral surgery for wisdom tooth extraction,surgery,oral tooth
9052,therefore high ligation was performed and we aborted the plan for laparoscopic view of the left side,laparoscopic,
2389,mri brain 11 23 95 revealed a right pontine pyramidal tract infarction,mri brain,brain
6159,there was no appreciated node that i could feel in the groin or neck area,neck,node
3043,there is no tenderness to the chest wall or ribs,chest,
11834,anesthesia and pain,anesthesia,
1270,the tourniquet was then inflated to 250 mmhg,tourniquet,
4348,no interval complaints today no issues with catheterization or any gross hematuria,catheterization,
3689,the nasogastric tube was then removed,tube,nasogastric tube
6821,anterior rhinoscopy does demonstrate boggy turbinates bilaterally with minimal amount of watery rhinorrhea,anterior,boggy turbinates bilaterally watery
11105,a midline infraumbilical incision was performed by using a 10 scalpel blade,incision,midline infraumbilical incision
8451,utilizing a 10 french dilator the skin subcutaneous tissue and left femoral vein were dilated over the seldinger guidewire,femoral,skin subcutaneous tissue left femoral vein
3814,the patient was awakened from anesthesia and taken to the recovery room in good condition,anesthesia,patient
5491,hemostasis was controlled with electrocoagulation,hemostasis,
1942,the incision was deepened to the level of the periosteum of the first left metatarsal,incision metatarsal,periosteum
10933,a markedly thickened loop of distal small bowel is seen,distal,bowel
11100,his abdomen was prepped and draped in a standard sterile surgical fashion,abdomen,abdomen
8723,increased intracranial pressure and cerebral edema due to severe brain injury,brain,intracranial cerebral edema brain
2310,head mri was done and revealed the above findings,mri,head mri
5888,she denied any bowel bladder difficulty,bladder,bowel bladder
10650,the fundus of the stomach was within normal limits,stomach,fundus stomach
7535,operation preformed direct laryngoscopy rigid bronchoscopy and dilation of subglottic upper tracheal stenosis,stenosis bronchoscopy,subglottic upper tracheal
4372,her past medical history includes insulin requiring diabetes mellitus for the past 28 years,diabetes,insulin
1892,has had previous back surgery and appendectomy otherwise generally healthy,surgery,
4862,then an eye patch and shield were placed over the eye,eye,eye eye
7206,radical vulvectomy complete bilateral inguinal lymphadenectomy superficial and deep ,inguinal,
1625,peho syndrome infantile spasm right above knee amputation developmental delay g tube fundoplication,knee tube,tube
405,scarf bunionectomy procedure of the first metatarsal of the left foot,foot metatarsal,
6367,limb was elevated exsanguinated and tourniquet placed at 325 mmhg for approximately 30 to 40 minutes,tourniquet,limb
3707,a 20 french foley catheter was used,catheter,
7032,the abdominal wall was closed in a running single layer fashion using 1 pds,abdominal,abdominal wall layer
2115,cardiac catheterization was performed as outlined in the attached continuation sheets,catheterization,cardiac
4572,diagnostic fiberoptic bronchoscopy with biopsies and bronchoalveolar lavage,bronchoscopy biopsies,biopsies bronchoalveolar lavage
361,he was given ancef 1 g intravenously for infection prophylaxis and then transported to the or,infection,intravenously
6095,no bleeding was seen,bleeding,
7995,the plane of injection was superficial and external to the orbital septum of the upper and lower eyelids bilaterally,injection,superficial septum upper eyelids
11768,flattening of the long biceps tendon as it enters the bicipital groove but no subluxation,tendon,bicipital groove
1546,the catheter was cut to 20 cm then we inserted back to the introducer,catheter,
4478,there is at least moderate atherosclerotic plaque with mild coronary artery disease and significant narrowings possible,artery coronary,coronary artery
4964,the fascia was incised in elliptical fashion for approximately 2 cm,fascia,fascia
990,he underwent an ivp which demonstrated enlarged prostate and normal upper tracts,prostate,prostate upper
4351,there was minimal associated edema and no mass effect,mass,edema
7591,an anterior rough cut was made,anterior,anterior rough
11187,she did not return for a scheduled follow up mri c spine,mri spine,c spine
11932,a tight repair was performed of the deltoid ligament,ligament,deltoid ligament
1833,severe nonischemic cardiomyopathy with prior ventricular tachycardia,ventricular,ventricular
2593,complete occlusion of the left common carotid artery approximately 3 cm distal to its origin,artery distal,
6939,omnipaque 300 1 ml was placed through the foraminal opening of the l5 nerve root on the left,nerve,omnipaque 300 1 foraminal
4060,she admits to some nausea associated with it,nausea,
1837,next the extensor tendon was re approximated with 3 0 vicryl,tendon,extensor tendon
2595,left scapular pain status post ct scan of the thorax,ct,thorax
6432,anemia of chronic disease,anemia,chronic disease
5269,repeat colonoscopy in three years,colonoscopy,
524,radiographic gastrostomy tube study with gastric contrast interpretation,contrast tube,gastric
8035,a foley catheter was placed in his bladder,bladder catheter,bladder
6496,operation left forearm arteriovenous fistula between cephalic vein and radial artery,artery,cephalic vein radial artery
2408,there is no evidence of a posterior element fracture,fracture,posterior element fracture
10046,distal cutting guide was then placed in five degrees of valgus,distal,
7954,tumor mass was close to the artery at this time,artery tumor mass,tumor artery
1705,palpable trigger points were noted bilaterally in the trapezius and lumbar paraspinal musculature bilaterally,lumbar,trapezius lumbar paraspinal musculature
9132,then percutaneous transluminal coronary angioplasty of the right coronary artery resulted in a 20 residual stenosis,artery stenosis coronary,coronary
8739,left neck dissection,neck,left neck
5678,abnormal uterine bleeding,bleeding,uterine
11752,carotid doppler study revealed 0 15 bica stenosis and antegrade vertebral artery flow bilaterally,artery stenosis,vertebral artery
8073,a thigh high tourniquet was placed,tourniquet,thigh
358,examination of the neck shows excellent reduction in muscle spasm on the right paraspinals trapezius and splenius capitis muscles,neck,muscle splenius capitis muscles
5061,screening colonoscopy in 5 years,colonoscopy,
11782,neck supple without adenopathy or thyromegaly,neck,
3701,partial proximal obstruction patent distal system,distal,
7129,the mass extends approximately ,mass,
3805,anterior spine instrumentation,anterior spine,
351,then the peritoneal incision was then extended superior and inferiorly with excellent visualization of the bladder,incision bladder,peritoneal bladder
9520,mouth and oropharynx are normal without any signs of infection,infection,oropharynx
115,a longer stem with an anterior bow was selected and a size aa trial was assembled,anterior,stem
4477,the incision was cleansed and sterilely dressed,incision,
8231,pulmonary was managed by critical care dr,pulmonary,pulmonary dr
11467,this is a patient who presents with progressive weakness in the left upper extremity as well as imbalance,weakness,patient
4650,primary low transverse cesarean section via pfannenstiel incision,incision,pfannenstiel incision
1068,the stent was noted to be clear within the right renal pelvis as well as in the bladder,bladder renal pelvis,bladder
5399,the lumbar area was then draped with sterile towels and sterile drapes,lumbar,lumbar area
8661,the patient s neck chest and shoulders were prepped and draped in usual sterile fashion,chest neck,patient shoulders
1751,right lumbosacral radiculopathy secondary to lumbar spondylolysis,lumbar radiculopathy,lumbar
9583,no significant stenosis identified,stenosis,
142,however no lesion is identified on bone scan or ct scan,ct,bone
7072,25 marcaine was injected into the knee and into the arthroscopy portals,knee,marcaine
10471,dissection was carried down directly to the 1st dorsal compartment with the superficial radial nerve identified and protected,nerve,dorsal compartment superficial radial
11271,the neck contents were removed as a separate specimen,neck,
10639,noncontrast axial and sagittal images were acquired through the brain in varying degrees of fat and water weighting,brain,brain fat water
8643,he was seen in my office today and scheduled for surgery today for closed reduction of the mandible fractures,surgery,mandible
3336,some of the blepharon were dissected from the globe and bleeding was controlled with the wet field cautery,bleeding,globe
8916,the patient is developing gestational diabetes,diabetes,patient
7970,he has no numbness weakness or tingling to his extremities,weakness,numbness extremities
9470,l3 4 there is normal disc height anterior end plate spondylosis and circumferential non compressive annular disc bulging,anterior,disc circumferential non compressive annular disc
5131,there is no abdominal bruit,abdominal,
8774,approximately eight biopsies were taken of the left upper lobe,biopsies,biopsies
5594,severe anemia,anemia,
9848,cranial nerve xi strong and symmetrical shoulder shrugs against resistance,shoulder nerve,cranial nerve
2871,vicodin motrin and macrodantin at bedtime for urinary tract infection suppression,infection,macrodantin urinary tract
6293,she denies any prior history of injury to her shoulder,shoulder,
3575,a seldinger technique was used and a triple lumen catheter was inserted,catheter,lumen catheter
1424,right axillary mass excision and incision and drainage,incision mass excision,axillary
4141,he presents today with diarrhea and bleeding,bleeding,
3510,the chest pain is now gone mild residual shortness of breath no orthopnea,chest,shortness
3699,bunion left foot,foot,
1956,copious water lavage was used to remove any debris and hemostasis was obtained with bovie electrocautery,hemostasis electrocautery,debris
7166,as mentioned before the internal carotid artery is quite torturous,artery,carotid artery
4513,the abdomen was prepared and draped in routine sterile fashion,abdomen,abdomen
11701,there was concern as to taking down the left internal mammary artery,artery,mammary artery
7980,the ulnar nerve was also identified and appeared to be intact,nerve,ulnar nerve
10391,the patient was anesthetized in the supine position a foley catheter was placed in his bladder,bladder catheter,patient supine bladder
6129,he is also complaining of some laryngitis and some pharyngitis but is denying any abdominal complaints nausea or diarrhea,abdominal nausea,laryngitis abdominal complaints
431,she did have magnetic resonance angiography of the lower extremities and the aorta which were normal,angiography,extremities aorta
11819,ct brain without contrast calcified ,ct brain contrast,brain
11156,the remaining nerves tested revealed normal distal latencies evoked response amplitudes conduction velocities f waves and h,distal,nerves
1630,general anesthesia was administered after which the patient was placed in the dorsal lithotomy position,anesthesia,patient dorsal lithotomy
11332,the gallbladder had to be opened and the stones had to be extracted carefully,gallbladder,gallbladder stones
7201,chest pain coronary artery disease prior bypass surgery,surgery artery chest coronary,coronary artery
10621,estimated right atrial pressure of 10 mmhg,atrial,right atrial
7874,formula feeding schedule with breast and neosure 2 to 3 ounces per feed,breast,breast
9096,displace subcapital fracture left hip,fracture,subcapital
5495,right foot series,foot,
1158,the patient was then placed in knee immobilizer,knee,patient
114,the bladder blade was inserted,bladder,bladder blade
1858,left masticator space infection secondary to necrotic tooth 1,infection,left masticator
11664,left chest wall tumor spindle cell histology with pathology pending,chest tumor,
9920,concerning the remainder of the pelvis no acute pathology is identified,pelvis,pelvis
5932,once the subperiosteal dissection was performed to the posterior and anterior extents possible the diskectomies were performed,anterior,subperiosteal dissection posterior and anterior
4394,soft tissue mass right foot,foot mass,soft tissue
9684,once the needle was withdrawn safely pressure was held over the site for three minutes,needle,
2156,no history of headaches migraines vertigo syncope visual loss tinnitus sinusitis sore in the mouth hoarseness swelling or goiter,swelling,headaches migraines vertigo syncope
4564,again noted on palpation there was an enlarged level 2 cervical lymph node,cervical,
5891,she had subacromial injection which relieved the majority of her pain,injection,
6260,8cm and spontaneous echo contrast in the left atrium were noted,contrast,atrium
4818,she also had evidence of calcium deposition in the ca ligament and undersurface of the ac joint,ligament,calcium
11036,a 27 french resectoscope with a 26 cutting loop was inserted into the bladder,bladder,bladder
4444,biopsy was also taken for clo,biopsy,biopsy
418,the outside brain ct revealed a tortuous left mca,ct brain,brain
779,the eye was rotated downward and a crescent blade used to make an incision at the limbus,incision eye,eye limbus
10297,after hemostasis was achieved the surgical site was copiously irrigated with bacitracin,hemostasis,bacitracin
3911,it was carried down to the anterior rectus fascia into the pelvis proper,anterior fascia pelvis,anterior rectus pelvis
4588,the second knife was used to go to the level of fascia,fascia,fascia
7084,a filling defect was noted l45 nerve root on the left side,nerve,l45 nerve root
633,follow up biopsy report,biopsy,biopsy
2259,the left round ligament was too small to reach the cuff,ligament,
9730,she states that her leg often feel like elastic and she experiences a tingling radiculopathy,radiculopathy,leg
1842,incision was then flushed and irrigated using sterile saline,incision,saline
10054,frequent premature atrial contractions couplets and trigemini,atrial,atrial contractions trigemini
740,once his infection is cleared he should follow up with us with regard to followup of patent foramen ovale,infection,foramen
294,this was followed by a clear corneal bevel incision with a 3 mm metal keratome blade,incision,corneal
9764,there was some prominent tissue and just superior to this the anterior ethmoid was opened,anterior,tissue anterior ethmoid
5346,a transverse incision made about the mid shaft of the tibia,incision,shaft tibia
6131,at this time a nonsterile tourniquet was placed on the left upper thigh but not inflated,tourniquet,
1509,then a perclose was used to seal the right femoral arteriotomy,femoral,
4170,dissection was continued caudally along the anterior surface of the rectum and laterally toward the bundles,anterior,surface rectum
11766,right knee surgery cosmetic surgery and carotid sinus surgery,surgery knee,carotid sinus
1389,a 25 gauge needle was introduced into the fracture site under fluoroscopy,needle fracture fluoroscopy,
11593,the endoscope was advanced into the stomach which distended with excess air,stomach,stomach
10692,mouth normal negative for dental problems dentures or bleeding gums,bleeding,gums
6123,after removal of the radical anterior portion the skin on the posterior labia and perineal body was mobilized,anterior,skin posterior labia perineal body
1877,the distal circumflex also becomes diminutive in size,distal,
7302,overall left ventricular systolic function was low normal with calculated ejection fraction of 46 at rest,ventricular,
10194,severe facial injury with brain parenchyma and blood from the right nostril,brain,brain parenchyma blood
9564,at this point the tourniquet was let down,tourniquet,
11313,superior pole was freed using needle tip bovie dissection,needle,
6739,in same day surgery dr,surgery,dr
748,the neck was supple,neck,
1563,significant mass effect with deviation of the midline structures to right,mass,midline structures
6975,deep extensive infection left total shoulder arthroplasty,infection shoulder,
1388,two additional stitches of 3 0 vicryl suture were utilized for hemostasis,hemostasis,
10787,there was no fetal heart motion on doppler or on color doppler,heart,fetal heart
5046,ekg basically shows atrial fibrillation rate controlled nonspecific st changes,atrial,
3304,a stable femoral neck decompression was accomplished starting laterally and proceeding anteriorly,femoral decompression neck,femoral neck
4981,heart regular rate and rhythm without obvious gallops or murmurs,heart,heart
10447,discussed risks complications and consequences of a surgical biopsy of the left true vocal cord and consent was obtained,biopsy,biopsy cord
1308,the meatus was calibrated and accepted the calibrating instrument without difficulty and there was no stenosis,stenosis,meatus
2941,thromboendarterectomy of right common external and internal carotid artery utilizing internal shunt and dacron patch angioplasty closure,artery,carotid artery patch
1100,a left hemitransfixion incision was made,incision,
8691,midline incision was marked on the skin extending from the tibial tubercle proximally and extremities wrapped in esmarch,incision,skin tibial tubercle extremities
8676,the left ventricle showed borderline left ventricular hypertrophy with normal wall motion and wall thickening ef of 60 ,ventricular,ventricle wall wall
7394,examination under anesthesia was performed with findings as noted after which she was prepped and draped,anesthesia,
571,the patient had a penny lodged in the proximal esophagus in the typical location,esophagus,patient esophagus
5755,hemostasis was obtained using bipolar coagulation and gelfoam,hemostasis,
528,the transconjunctival incision was then closed with buried knots of 6 0 fast absorbing gut,incision,gut
3503,radial artery graft was a smaller sized conduit otherwise good quality,artery,radial artery graft
7500,a 1 chromic suture closed the uterus in running continuous interlocking closure,uterus,uterus
10716,the risks of anesthesia bleeding infection pain mi dvt pe scrotal issues other complications were discussed,anesthesia infection bleeding,dvt
4538,blunt dissection was carried down to the fascia which was grasped with kocher clamps,fascia,fascia
7870,then a 6 french sheath was inserted into the right femoral artery over a standard ,artery femoral,
5362,anterior cervical instrumentation anterior c7 t,cervical anterior,cervical
6700,the inferior aspect of this incision was addressed in a similar manner,incision,
11057,there is complete cross filling into the left brain via the right,brain,brain
9725,prior to taking down this lesion with the xps multiple biopsies were taken with a straight biter,biopsies,biopsies
989,bleeding was quite vigorous in some of the arteries and finally however was completely controlled,bleeding,arteries
2902,no high grade atrial ventricular block was noted,ventricular atrial,high grade atrial ventricular
5804,4 lower extremity deep venous thrombosis one year ago placed on coumadin and this resulted in postmenopausal bleeding,bleeding,venous coumadin postmenopausal
2914,ct of the facial bones without contrast,ct contrast,facial bones
4235,the cervical region was prepped and draped in the standard fashion,cervical,cervical
1533,with a 10 bard parker blade knife the incision was carried down through the fascia,incision fascia,
2246,the distal screws were the small screws,distal,
6170,4 cm in diameter located within the anteromedial aspect of the left shoulder,shoulder,anteromedial
6963,superior and inferior flaps were developed in the subplatysmal plane using electrocautery and blunt dissection,electrocautery,subplatysmal plane blunt dissection
1789,he is here for colonoscopy,colonoscopy,
6437,there is no ct evidence of a moderate or high grade stenosis,ct stenosis,
2499,general lma anesthesia was administered,anesthesia,lma
3342,a 3 0 prolene pursestring was placed in the right atrial appendage,atrial,
582,the skin was incised and underlying adipose tissue was divided with electrocautery,electrocautery,skin adipose tissue
9737,we then approached things posteriorly and carefully dissected between the __________ and posterior bladder,bladder,__________ bladder
752,volar laceration to right ring finger with possible digital nerve injury with possible flexor tendon injury,tendon nerve,flexor tendon
11003,cervical cone biopsy dilatation curettage,cervical biopsy,cervical cone biopsy
8052,she is not reporting fevers chills sweats visual acuity changes nausea vomiting constipation or diarrhea,nausea,chills sweats
4137,nuclear medicine tumor localization whole body,tumor,nuclear tumor
9309,we took down the falciform ligament as well as the caudate attachment to the diaphragm,ligament,caudate
842,it was doubly coagulated with bipolar electrocautery and transected,electrocautery,bipolar electrocautery
9854,the right ovary and fallopian tube were absent,tube,fallopian tube
319,await biopsy results,biopsy,biopsy
8733,abc returns today for followup regarding her left shoulder pain and left upper extremity c6 radiculopathy,shoulder radiculopathy,
4439,selective coronary angiography coronary angioplasty,coronary angiography,coronary coronary
5259,the incision was deepened to the level of the capsule and the periosteum of the first right metatarsophalangeal joint,incision,capsule periosteum
9532,plantar fascitis of left distal lateral foot,foot distal,left distal
5875,chest pain,chest,
10855,5 inch spinal needle in the patient s l3 l4 interspace that was carefully identified under my direct supervision,needle,spinal needle patient
7247,this incision was extended laterally with mayo scissors,incision,
3347,the patient denied any abdominal pain or flank pain,abdominal,patient abdominal flank
3462,chest clinically clear,chest,
11121,we will continue to monitor the patient overnight to ensure there is no further bleeding,bleeding,patient
2717,the intermediate dorsal cutaneous nerve was identified and gently retracted laterally,nerve,dorsal cutaneous nerve
7551,the deltoid fascia was then approximated with interrupted 2 0 vicryl suture,fascia,deltoid fascia
10811,5 cm incision was made using a 10 blade scalpel,incision,
826,neck supple carotids 2 bilaterally without bruits no lymphadenopathy or thyromegaly,neck,
4841,tobradex eye drops were instilled in both eyes and the patient extubated and was in good condition,eye,eye eyes patient
3680,an incision was made over the posterior spinous process of t10 t11 t12 l1 and l,incision,posterior spinous t11 t12
4258,the prostate was not enlarged,prostate,prostate
1741,the pads applied in the anterior and posterior approach,anterior,pads anterior and posterior
659,the brachial artery was mobilized proximally and distally,artery,brachial artery
514,the left round ligament was identified and grasped with allis clamp and tented up,ligament,
787,acute coronary syndrome,coronary,coronary
4853,await results of clo testing and biopsies,biopsies,
7218,this was divided thus revealing a branched artery going to the basilar portion of the right lower lobe,artery,artery basilar
3622,there was excellent reduction of the fragments and the fracture excellent reduction of the intraarticular component and the fracture,fracture,fragments intraarticular
4599,the risks benefits and alternatives of surgery were discussed,surgery,
10497,it feels likes it is in his chest,chest,
8460,cystoscopy revealed there was a good efflux of urine from both of the ureteral openings,cystoscopy,urine ureteral
6594,the two 10 ports were then closed in the fascia with 0 vicryl and a ur6 needle,needle fascia,fascia
2052,cineangiograms were obtained with injection of the main pulmonary artery and right coronary artery,artery coronary pulmonary injection,pulmonary artery
7236,significant for hypertension hypercholesterolemia and non insulin dependent diabetes mellitus,hypertension diabetes,insulin
10827,anesthesia general endotracheal anesthesia,endotracheal anesthesia,endotracheal
5729,distal esophageal stricture with food impaction,distal,esophageal stricture
10310,abdomen is normal and nontender,abdomen,abdomen
8213,approximately 4 liters of co2 gas was insufflated into the abdominal cavity,abdominal,abdominal cavity
656,in the operating room under monitored anesthesia care with intravenous sedation the patient was prepped and draped suitably,anesthesia,intravenous patient
9148,there is a partial tear of the lateral collateral ligament complex,ligament,lateral collateral
1772,the patient was prepped and draped in the usual oromaxillofacial surgery fashion,surgery,patient oromaxillofacial
4495,significant for type ii diabetes on her mother s side as well as liver and heart failure,heart diabetes,liver heart
10813,trachea was exposed from the cricoid to the fourth ring which entered down into the chest,chest,cricoid
1511,he had no abdominal tenderness and there were no abdominal injuries on exam or radiographic studies,abdominal,abdominal tenderness abdominal injuries
9333,she wishes to proceed with surgery,surgery,
10038,there is no abdominal lymphadenopathy masses fluid collection or ascites,abdominal,abdominal lymphadenopathy
1282,the anterior body was found to be approximately 3 mm in height,anterior,anterior body
7934,the patient states that he had his first colonoscopy 6 years ago and it was negative,colonoscopy,patient
11929,he has had a groin abdominal wound drained for about four days,abdominal,groin abdominal
9176,the patient is a 39 year old woman returns for followup management of type 1 diabetes mellitus,diabetes,patient type 1
4915,at this point the endocatch bag was placed through the incision,incision,
7655,retroflexion of the tip of the endoscope failed to reveal any distal rectal lesions,distal,rectal lesions
3812,she continued to have pain within the shoulder,shoulder,
4875,the gallbladder was intrahepatic somewhat,gallbladder,gallbladder
7971,deep tendon reflexes were 2 4 without a delayed relaxation phase,tendon,
129,the patient was then placed in a knee mobilizer,knee,patient
7041,the inguinal and scrotal incisions were cleansed after completion of the procedure,inguinal,inguinal scrotal incisions
8811,the patient was then given 70 mg of intravenous protamine and final hemostasis obtained using electrocoagulation,hemostasis,patient intravenous protamine
10123,it reveals an acute right s1 radiculopathy,radiculopathy,
10416,the patient had the first knife went through this incision,incision,patient
8915,plan for this patient the patient will remain in the shoulder immobilizer until followup visit in approximately 10 days,shoulder,patient patient
642,this may have been related to recent episode of viral infection or infection of some sort,infection,
1763,next a 1 cm incision was made in the midline approximately 2 fingerbreadths above the pubic symphysis,incision,midline pubic symphysis
915,the uterus was returned to the abdominal cavity,abdominal uterus,uterus abdominal cavity
1030,bimanual exam revealed moderate amount of clot in the uterus,uterus,clot uterus
9184,bulldog clamp was then placed on the renal artery,artery renal,renal artery
531,a piece of fascia was then laid over the bone defect,fascia,fascia bone
5635,the pneumatic ankle tourniquet was elevated on the right foot to 200 mmhg,tourniquet foot,
417,bladder suspension,bladder,bladder
9929,pfannenstiel incision was used,incision,
2287,heart rate was 8,heart,heart
5910,5 marcaine 1 cc of kenalog was injected into the right foot in an infiltrative type block,foot,
6433,needle was removed and same procedure carried out on the other side,needle,
8527,in addition the right lateral anterior hemisphere voltage is relatively depressed,anterior,
6398,he did not experience his left anterior chest pain with exercise,anterior chest,
9002,the previous skin incision was reopened,incision,skin
10232,the cystic artery was identified and double hemoclips applied,artery,cystic artery
6149,general endotracheal tube anesthesia,endotracheal anesthesia tube,endotracheal tube
9937,she denies difficulty with chest pain palpations orthopnea nocturnal dyspnea or edema,chest,edema
3890,lumbar paraspinals were attempted but were too painful to get a good assessment,lumbar,
5320,slowed hks due to weakness,weakness,
1783,dm coronary artery disease left femoral neuropathy of unknown etiology,artery coronary femoral,coronary artery
11289,previous mri examination 10 13 200,mri,
454,the posterior cruciate ligament was intact,ligament,posterior cruciate
3624,this patient had a tough time with colitis 10 years ago and has intermittent problems with bleeding,bleeding,patient
1136,abdomen soft and obese,abdomen,abdomen
9474,squamous cell carcinoma of the skin,carcinoma,squamous cell carcinoma skin
1507,the patient was given postoperative instructions to be strictly nonweightbearing on the left foot,foot,patient
10799,she is here today for excision,excision,
7940,insertion of mahurkar catheter for hemofiltration via the left common femoral vein,catheter femoral,
11801,history of open globe to the right eye,eye,globe eye
4893,chronic renal insufficiency,renal,
2671,near complete if not complete tear of the femoral attachment of the anterior cruciate ligament,anterior ligament femoral,femoral anterior cruciate
4400,the specimen was then completely removed and was sent to radiology for mammogram,radiology,
6314,the left common peroneal response recorded from the edb showed a decreased amplitude with mild distal slowing,distal,
1360,postoperative day 1 total abdominal hysterectomy ,abdominal,abdominal hysterectomy
8905,enlarged fibroid uterus,uterus,uterus
6664,et tube was visualized approximately 2 cm above the carina,tube,tube carina
761,the resting images showed decreased uptake in the anterior wall,anterior,
7561,appendectomy as a child and cholecystectomy in 200,cholecystectomy,
3240,approximately 200 ml of fluid remained in the abdominal cavity,abdominal,abdominal cavity
9511,there was no blood present within the stomach,stomach,blood stomach
8628,she is not able to engage in intercourse because of the pain and bleeding,bleeding,
6903,performed for evaluation of anemia gastrointestinal bleeding,bleeding anemia,gastrointestinal
11524,after the induction of satisfactory general endotracheal anesthesia supraumbilical incision was made,incision endotracheal anesthesia,endotracheal
8767,the upper extremity was then confirmed with the operating surgeon the patient the nursing staff and department of anesthesia,anesthesia,upper extremity patient
11406,she had a ultrasound which demonstrated the same,ultrasound,
10386,the dissection then continued down to the layer of the bladder at which time the bladder was identified,bladder,layer bladder bladder
8434,the scope was again slowly withdrawn through the esophagus and no evidence of narrowing was present,esophagus,esophagus
3719,no mass is appreciated at this time,mass,
7331,no obvious hernia is noted,hernia,
11376,oblique placement was achieved by placing pillow below the shoulder and turning the head,shoulder,head
2349,biopsies were obtained with straight biting cup forceps,biopsies,cup forceps
10383,the site of insertion was anesthetized with 1 xylocaine and an incision was made,incision,xylocaine
3014,the patient s incision was covered with xeroform copious amounts of fluff and kling stockinette and an ace bandage,incision,patient ace
6189,true cut needle biopsy of the breast,needle biopsy breast,
5501,brush biopsy was obtained from one of the segments and sent to pathology,biopsy,brush biopsy
700,the chest has increased ap diameter with good air entry bilaterally,chest,
11489,4 pulse 123 respiratory rate 16 blood pressure 143 7,respiratory,
11292,general endotracheal anesthesia was administered after which the patient was positioned in the flank standard position,endotracheal anesthesia,endotracheal patient flank
5079,after excision of neoplasm there was a separate 1 x 2 cm nodule palpated within the cavity,excision,neoplasm
5343,a second 10 blade was then used to incise through the subcutaneous tissue down to the fascia lata,fascia,subcutaneous tissue fascia lata
5634,she reports no urgency incontinence and feels that she completely empties her bladder when she goes,bladder,bladder
6108,distal lateral patella was tracked more uniformly within the patellar groove of the prosthesis,distal,patellar
3266,currently there is very severe right eye inflammation and severe left eye,eye,eye eye
